"time","steps","distance","floors","active-minutes","calories-burned"
2016-03-27 00:00:00,7,0.003255985,0,0,27.9251
2016-03-27 00:15:00,7,0.003255985,0,0,27.65266
2016-03-27 00:30:00,0,0,0,0,24.65582
2016-03-27 00:45:00,6,0.0027899568,0,0,26.15424
2016-03-27 01:00:00,119,0.055382814,0,0,47.677
2016-03-27 01:15:00,0,0,0,0,25.06448
2016-03-27 01:30:00,21,0.009774169,0,0,25.60936
2016-03-27 01:45:00,106,0.049336873,0,0,34.59988
2016-03-27 02:00:00,0,0,0,0,21.7952
2016-03-27 02:15:00,24,0.011172254,0,0,34.32744
2016-03-27 02:30:00,0,0,0,0,20.433
2016-03-27 02:45:00,0,0,0,0,20.433
2016-03-27 03:00:00,0,0,0,0,20.433
2016-03-27 03:15:00,0,0,0,0,20.56922
2016-03-27 03:30:00,0,0,0,0,20.433
2016-03-27 03:45:00,0,0,0,0,20.84166
2016-03-27 04:00:00,0,0,0,0,20.433
2016-03-27 04:15:00,0,0,0,0,20.433
2016-03-27 04:30:00,0,0,0,0,20.84166
2016-03-27 04:45:00,0,0,0,0,21.7952
2016-03-27 05:00:00,0,0,0,0,20.97788
2016-03-27 05:15:00,0,0,0,0,20.433
2016-03-27 05:30:00,0,0,0,0,20.433
2016-03-27 05:45:00,0,0,0,0,20.433
2016-03-27 06:00:00,0,0,0,0,20.433
2016-03-27 06:15:00,0,0,0,0,20.433
2016-03-27 06:30:00,0,0,0,0,21.1141
2016-03-27 06:45:00,0,0,0,0,20.97788
2016-03-27 07:00:00,0,0,0,0,20.56922
2016-03-27 07:15:00,0,0,0,0,20.433
2016-03-27 07:30:00,0,0,0,0,20.433
2016-03-27 07:45:00,0,0,0,0,20.433
2016-03-27 08:00:00,0,0,0,0,20.56922
2016-03-27 08:15:00,0,0,0,0,20.433
2016-03-27 08:30:00,0,0,0,0,20.433
2016-03-27 08:45:00,0,0,0,0,20.433
2016-03-27 09:00:00,0,0,0,0,21.1141
2016-03-27 09:15:00,0,0,0,0,20.56922
2016-03-27 09:30:00,0,0,0,0,20.84166
2016-03-27 09:45:00,0,0,0,0,20.433
2016-03-27 10:00:00,75,0.03490242,0,0,29.01486
2016-03-27 10:15:00,10,0.0046540704,0,0,23.97472
2016-03-27 10:30:00,0,0,0,0,20.56922
2016-03-27 10:45:00,0,0,0,0,20.97788
2016-03-27 11:00:00,108,0.050262716,0,0,39.91246
2016-03-27 11:15:00,0,0,0,0,21.52276
2016-03-27 11:30:00,17,0.007910055,0,0,25.47314
2016-03-27 11:45:00,0,0,0,0,20.433
2016-03-27 12:00:00,0,0,0,0,20.433
2016-03-27 12:15:00,178,0.08285364,0,0,56.66752
2016-03-27 12:30:00,357,0.16615465,0,0,54.21556
2016-03-27 12:45:00,28,0.013030154,0,0,28.19754
2016-03-27 13:00:00,59,0.027458392,0,0,35.14476
2016-03-27 13:15:00,212,0.09866753,0,0,45.6337
2016-03-27 13:30:00,71,0.033050735,0,0,35.4172
2016-03-27 13:45:00,68,0.031652648,0,0,36.7794
2016-03-27 14:00:00,184,0.08564359,1,0,47.26834
2016-03-27 14:15:00,88,0.040954575,0,0,33.91878
2016-03-27 14:30:00,12,0.005586127,0,0,25.60936
2016-03-27 14:45:00,44,0.020480394,0,0,30.24084
2016-03-27 15:00:00,203,0.09446706,0,0,48.63054
2016-03-27 15:15:00,387,0.18011065,0,0,60.6179
2016-03-27 15:30:00,82,0.038158406,0,0,38.95892
2016-03-27 15:45:00,143,0.066548854,0,0,46.17858
2016-03-27 16:00:00,15,0.0069779987,0,0,29.42352
2016-03-27 16:15:00,97,0.04514883,0,0,41.68332
2016-03-27 16:30:00,103,0.047938786,0,0,36.37074
2016-03-27 16:45:00,70,0.032572277,0,0,38.41404
2016-03-27 17:00:00,149,0.06934503,0,0,40.32112
2016-03-27 17:15:00,36,0.01675838,0,0,30.92194
2016-03-27 17:30:00,0,0,0,0,22.61252
2016-03-27 17:45:00,0,0,0,0,25.60936
2016-03-27 18:00:00,0,0,0,0,26.01802
2016-03-27 18:15:00,8,0.0037220134,0,0,27.10778
2016-03-27 18:30:00,24,0.011172254,0,0,25.47314
2016-03-27 18:45:00,0,0,0,0,25.06448
2016-03-27 19:00:00,0,0,0,0,23.8385
2016-03-27 19:15:00,116,0.05399094,0,0,41.41088
2016-03-27 19:30:00,46,0.021406237,0,0,29.9684
2016-03-27 19:45:00,0,0,0,0,25.33692
2016-03-27 20:00:00,201,0.09355365,1,0,46.45102
2016-03-27 20:15:00,143,0.06655507,0,0,41.41088
2016-03-27 20:30:00,46,0.021406237,0,0,37.86916
2016-03-27 20:45:00,97,0.045136403,0,0,48.08566
2016-03-27 21:00:00,125,0.058185197,0,0,39.91246
2016-03-27 21:15:00,164,0.076323025,0,0,54.21556
2016-03-27 21:30:00,72,0.033510547,0,0,42.36442
2016-03-27 21:45:00,0,0,0,0,26.15424
2016-03-27 22:00:00,39,0.018150253,0,0,38.55026
2016-03-27 22:15:00,90,0.041892845,0,0,40.1849
2016-03-27 22:30:00,7,0.003255985,0,0,27.38022
2016-03-27 22:45:00,125,0.05817277,0,0,38.1416
2016-03-27 23:00:00,22,0.010240197,0,0,28.6062
2016-03-27 23:15:00,8,0.0037220134,0,0,24.24716
2016-03-27 23:30:00,0,0,0,0,20.433
2016-03-27 23:45:00,0,0,0,0,20.70544
