"time","steps","distance","floors","active-minutes","calories-burned"
2016-04-13 00:00:00,28,0.011134972,0,0,17.74864
2016-04-13 00:15:00,51,0.020281555,0,0,16.55402
2016-04-13 00:30:00,0,0,0,0,13.05549
2016-04-13 00:45:00,6,0.0023860654,0,0,14.25011
2016-04-13 01:00:00,0,0,0,0,12.7995
2016-04-13 01:15:00,0,0,0,0,12.97016
2016-04-13 01:30:00,0,0,0,0,12.7995
2016-04-13 01:45:00,0,0,0,0,12.97016
2016-04-13 02:00:00,0,0,0,0,12.7995
2016-04-13 02:15:00,0,0,0,0,12.88483
2016-04-13 02:30:00,0,0,0,0,12.7995
2016-04-13 02:45:00,0,0,0,0,12.7995
2016-04-13 03:00:00,0,0,0,0,12.88483
2016-04-13 03:15:00,0,0,0,0,12.88483
2016-04-13 03:30:00,0,0,0,0,12.7995
2016-04-13 03:45:00,0,0,0,0,12.88483
2016-04-13 04:00:00,0,0,0,0,12.7995
2016-04-13 04:15:00,0,0,0,0,12.7995
2016-04-13 04:30:00,0,0,0,0,12.7995
2016-04-13 04:45:00,0,0,0,0,12.88483
2016-04-13 05:00:00,0,0,0,0,12.7995
2016-04-13 05:15:00,0,0,0,0,12.88483
2016-04-13 05:30:00,0,0,0,0,13.05549
2016-04-13 05:45:00,6,0.0023860654,0,0,14.16478
2016-04-13 06:00:00,0,0,0,0,13.05549
2016-04-13 06:15:00,6,0.0023860654,0,0,13.99412
2016-04-13 06:30:00,0,0,0,0,12.97016
2016-04-13 06:45:00,0,0,0,0,12.88483
2016-04-13 07:00:00,131,0.05209576,0,0,24.57504
2016-04-13 07:15:00,219,0.08709139,0,0,29.8655
2016-04-13 07:30:00,17,0.0067605185,0,0,14.5061
2016-04-13 07:45:00,257,0.10220313,0,0,31.40144
2016-04-13 08:00:00,279,0.11095204,0,0,33.62002
2016-04-13 08:15:00,134,0.053288795,0,0,23.46575
2016-04-13 08:30:00,302,0.12009862,0,0,31.23078
2016-04-13 08:45:00,10,0.003976776,0,0,16.2127
2016-04-13 09:00:00,42,0.016702458,0,0,18.85793
2016-04-13 09:15:00,81,0.03221188,0,0,18.94326
2016-04-13 09:30:00,283,0.11254275,0,0,28.07357
2016-04-13 09:45:00,163,0.064821444,1,0,24.66037
2016-04-13 10:00:00,11,0.0043744533,0,0,15.10341
2016-04-13 10:15:00,10,0.003976776,0,0,15.01808
2016-04-13 10:30:00,0,0,0,0,13.48214
2016-04-13 10:45:00,0,0,0,0,13.39681
2016-04-13 11:00:00,86,0.03420027,0,0,17.66331
2016-04-13 11:15:00,11,0.0043744533,0,0,14.84742
2016-04-13 11:30:00,238,0.09464726,0,0,27.90291
2016-04-13 11:45:00,256,0.101805456,0,0,27.56159
2016-04-13 12:00:00,241,0.09584029,2,0,28.07357
2016-04-13 12:15:00,0,0,0,0,13.6528
2016-04-13 12:30:00,0,0,0,0,13.39681
2016-04-13 12:45:00,24,0.009544262,0,0,16.55402
2016-04-13 13:00:00,16,0.006362841,0,0,15.95671
2016-04-13 13:15:00,46,0.018293168,0,0,18.43128
2016-04-13 13:30:00,0,0,0,0,13.6528
2016-04-13 13:45:00,75,0.029825818,0,0,19.54057
2016-04-13 14:00:00,173,0.06879822,0,0,26.96428
2016-04-13 14:15:00,150,0.059651636,0,0,24.48971
2016-04-13 14:30:00,8,0.0031814205,0,0,15.18874
2016-04-13 14:45:00,11,0.0043744533,0,0,15.78605
2016-04-13 15:00:00,65,0.025849042,0,0,17.9193
2016-04-13 15:15:00,115,0.04573292,0,0,18.85793
2016-04-13 15:30:00,131,0.05209576,1,0,19.6259
2016-04-13 15:45:00,12,0.004772131,0,0,15.18874
2016-04-13 16:00:00,88,0.034995627,1,0,21.92981
2016-04-13 16:15:00,20,0.007953552,0,0,16.46869
2016-04-13 16:30:00,276,0.10975901,0,0,38.65449
2016-04-13 16:45:00,0,0,0,0,13.39681
2016-04-13 17:00:00,123,0.04891434,0,0,22.61245
2016-04-13 17:15:00,44,0.017497813,0,0,17.57798
2016-04-13 17:30:00,0,0,0,0,13.31148
2016-04-13 17:45:00,0,0,0,0,13.22615
2016-04-13 18:00:00,0,0,0,0,13.22615
2016-04-13 18:15:00,0,0,0,0,12.97016
2016-04-13 18:30:00,115,0.04573292,0,0,24.14839
2016-04-13 18:45:00,300,0.11930327,0,0,35.15596
2016-04-13 19:00:00,489,0.19446433,0,2,51.70998
2016-04-13 19:15:00,570,0.22667621,0,14,66.72806
2016-04-13 19:30:00,468,0.1861131,0,5,47.01683
2016-04-13 19:45:00,88,0.034995627,0,0,22.27113
2016-04-13 20:00:00,53,0.02107691,0,0,18.68727
2016-04-13 20:15:00,58,0.023065299,0,0,20.4792
2016-04-13 20:30:00,9,0.003579098,0,0,16.81001
2016-04-13 20:45:00,149,0.059253957,0,0,29.35352
2016-04-13 21:00:00,13,0.0051698084,0,0,16.89534
2016-04-13 21:15:00,82,0.03260956,0,0,25.34301
2016-04-13 21:30:00,53,0.02107691,0,0,20.90585
2016-04-13 21:45:00,0,0,0,0,13.73813
2016-04-13 22:00:00,75,0.029825818,0,0,19.19925
2016-04-13 22:15:00,0,0,0,0,13.14082
2016-04-13 22:30:00,0,0,0,0,12.88483
2016-04-13 22:45:00,0,0,0,0,12.88483
2016-04-13 23:00:00,44,0.017497813,0,0,18.7726
2016-04-13 23:15:00,0,0,0,0,12.7995
2016-04-13 23:30:00,0,0,0,0,12.97016
2016-04-13 23:45:00,0,0,0,0,12.7995
